,score,extract,type
860,0.8863636363636364,gamme,same
861,0.7206703910614525,gamme,other
862,0.8251121076233184,Mix,same
863,,Mix,other
864,0.8620689655172413,tchai,same
865,0.6701030927835051,tchai,other
866,0.8518518518518519,sibelius,same
867,0.6224489795918368,sibelius,other
868,0.9285714285714286,bach,same
869,0.6153846153846154,bach,other
870,0.8620689655172413,mozart,same
871,0.6237113402061856,mozart,other
872,0.9655172413793104,glazounov,same
873,0.6649484536082474,glazounov,other
874,0.6486486486486487,free,same
875,0.7741935483870968,free,other
876,0.7954545454545454,gamme,same
877,0.7486033519553073,gamme,other
878,0.7623318385650224,Mix,same
879,,Mix,other
880,1.0,tchai,same
881,0.8247422680412371,tchai,other
882,0.9629629629629629,sibelius,same
883,0.7653061224489796,sibelius,other
884,0.9642857142857143,bach,same
885,0.6307692307692307,bach,other
886,0.7931034482758621,mozart,same
887,0.5463917525773195,mozart,other
888,0.9310344827586207,glazounov,same
889,0.7422680412371134,glazounov,other
890,0.6216216216216216,free,same
891,0.7150537634408602,free,other
892,0.7727272727272727,gamme,same
893,0.7374301675977654,gamme,other
894,0.820627802690583,Mix,same
895,,Mix,other
896,0.896551724137931,tchai,same
897,0.7010309278350515,tchai,other
898,0.7037037037037037,sibelius,same
899,0.46938775510204084,sibelius,other
900,0.9285714285714286,bach,same
901,0.5794871794871795,bach,other
902,0.7586206896551724,mozart,same
903,0.6134020618556701,mozart,other
904,0.8620689655172413,glazounov,same
905,0.6597938144329897,glazounov,other
906,0.7027027027027027,free,same
907,0.6827956989247311,free,other
908,0.7727272727272727,gamme,same
909,0.6871508379888268,gamme,other
910,0.7668161434977578,Mix,same
911,,Mix,other
912,0.896551724137931,tchai,same
913,0.7680412371134021,tchai,other
914,0.7407407407407407,sibelius,same
915,0.44387755102040816,sibelius,other
916,0.8214285714285714,bach,same
917,0.717948717948718,bach,other
918,0.8620689655172413,mozart,same
919,0.5463917525773195,mozart,other
920,0.9310344827586207,glazounov,same
921,0.6804123711340206,glazounov,other
922,0.8378378378378378,free,same
923,0.6666666666666666,free,other
924,0.8181818181818182,gamme,same
925,0.6145251396648045,gamme,other
926,0.820627802690583,Mix,same
927,,Mix,other
928,0.9310344827586207,tchai,same
929,0.5773195876288659,tchai,other
930,0.8928571428571429,sibelius,same
931,0.5282051282051282,sibelius,other
932,1.0,bach,same
933,0.7384615384615385,bach,other
934,0.8275862068965517,mozart,same
935,0.6597938144329897,mozart,other
936,0.8620689655172413,glazounov,same
937,0.6701030927835051,glazounov,other
938,0.8648648648648649,free,same
939,0.7634408602150538,free,other
940,0.8372093023255814,gamme,same
941,0.7888888888888889,gamme,other
942,0.8116591928251121,Mix,same
943,,Mix,other
944,0.9310344827586207,tchai,same
945,0.7731958762886598,tchai,other
946,0.8928571428571429,sibelius,same
947,0.6461538461538462,sibelius,other
948,0.8928571428571429,bach,same
949,0.6307692307692307,bach,other
950,0.9310344827586207,mozart,same
951,0.7319587628865979,mozart,other
952,0.9655172413793104,glazounov,same
953,0.7422680412371134,glazounov,other
954,0.6486486486486487,free,same
955,0.7258064516129032,free,other
956,0.8372093023255814,gamme,same
957,0.7055555555555556,gamme,other
958,0.8251121076233184,Mix,same
959,,Mix,other
960,0.896551724137931,tchai,same
961,0.7474226804123711,tchai,other
962,0.9259259259259259,sibelius,same
963,0.7142857142857143,sibelius,other
964,0.9642857142857143,bach,same
965,0.7333333333333333,bach,other
966,0.8275862068965517,mozart,same
967,0.7216494845360825,mozart,other
968,0.9310344827586207,glazounov,same
969,0.7628865979381443,glazounov,other
970,0.8918918918918919,free,same
971,0.7526881720430108,free,other
972,0.8181818181818182,gamme,same
973,0.776536312849162,gamme,other
974,0.7847533632286996,Mix,same
975,,Mix,other
976,0.7931034482758621,tchai,same
977,0.7061855670103093,tchai,other
978,0.8928571428571429,sibelius,same
979,0.7487179487179487,sibelius,other
980,0.8928571428571429,bach,same
981,0.6256410256410256,bach,other
982,0.7931034482758621,mozart,same
983,0.6288659793814433,mozart,other
984,0.8620689655172413,glazounov,same
985,0.7061855670103093,glazounov,other
986,0.7567567567567568,free,same
987,0.7956989247311828,free,other
988,0.9302325581395349,gamme,same
989,0.6666666666666666,gamme,other
990,0.7892376681614349,Mix,same
991,,Mix,other
992,0.9655172413793104,tchai,same
993,0.7319587628865979,tchai,other
994,0.8518518518518519,sibelius,same
995,0.7448979591836735,sibelius,other
996,0.9642857142857143,bach,same
997,0.6461538461538462,bach,other
998,0.6896551724137931,mozart,same
999,0.7319587628865979,mozart,other
1000,0.9310344827586207,glazounov,same
1001,0.7319587628865979,glazounov,other
1002,0.7297297297297297,free,same
1003,0.7311827956989247,free,other
1004,0.9318181818181818,gamme,same
1005,0.8100558659217877,gamme,other
1006,0.852017937219731,Mix,same
1007,,Mix,other
1008,0.896551724137931,tchai,same
1009,0.7628865979381443,tchai,other
1010,0.7777777777777778,sibelius,same
1011,0.7193877551020408,sibelius,other
1012,1.0,bach,same
1013,0.6564102564102564,bach,other
1014,0.896551724137931,mozart,same
1015,0.7371134020618557,mozart,other
1016,0.9310344827586207,glazounov,same
1017,0.6855670103092784,glazounov,other
1018,0.7027027027027027,free,same
1019,0.7043010752688172,free,other
1020,0.8636363636363636,gamme,same
1021,0.659217877094972,gamme,other
1022,0.8609865470852018,Mix,same
1023,,Mix,other
1024,0.9310344827586207,tchai,same
1025,0.7835051546391752,tchai,other
1026,0.8214285714285714,sibelius,same
1027,0.676923076923077,sibelius,other
1028,0.9642857142857143,bach,same
1029,0.6820512820512821,bach,other
1030,0.8620689655172413,mozart,same
1031,0.6082474226804123,mozart,other
1032,0.896551724137931,glazounov,same
1033,0.6752577319587629,glazounov,other
1034,0.7837837837837838,free,same
1035,0.6774193548387096,free,other
1036,0.8837209302325582,gamme,same
1037,0.8333333333333334,gamme,other
1038,0.7488789237668162,Mix,same
1039,,Mix,other
1040,0.9655172413793104,tchai,same
1041,0.7835051546391752,tchai,other
1042,0.8888888888888888,sibelius,same
1043,0.6173469387755102,sibelius,other
1044,0.9642857142857143,bach,same
1045,0.6615384615384615,bach,other
1046,0.896551724137931,mozart,same
1047,0.4639175257731959,mozart,other
1048,0.9655172413793104,glazounov,same
1049,0.6907216494845361,glazounov,other
1050,0.7837837837837838,free,same
1051,0.7634408602150538,free,other
1052,0.7954545454545454,gamme,same
1053,0.7597765363128491,gamme,other
1054,0.820627802690583,Mix,same
1055,,Mix,other
1056,0.8620689655172413,tchai,same
1057,0.6804123711340206,tchai,other
1058,0.9259259259259259,sibelius,same
1059,0.7142857142857143,sibelius,other
1060,0.9285714285714286,bach,same
1061,0.6256410256410256,bach,other
1062,0.8620689655172413,mozart,same
1063,0.6494845360824743,mozart,other
1064,0.9310344827586207,glazounov,same
1065,0.7525773195876289,glazounov,other
1066,0.6756756756756757,free,same
1067,0.6290322580645161,free,other
1068,0.8636363636363636,gamme,same
1069,0.7932960893854749,gamme,other
1070,0.8295964125560538,Mix,same
1071,,Mix,other
1072,0.9655172413793104,tchai,same
1073,0.6443298969072165,tchai,other
1074,0.8928571428571429,sibelius,same
1075,0.6307692307692307,sibelius,other
1076,0.7857142857142857,bach,same
1077,0.7230769230769231,bach,other
1078,0.9310344827586207,mozart,same
1079,0.634020618556701,mozart,other
1080,1.0,glazounov,same
1081,0.6958762886597938,glazounov,other
1082,0.7027027027027027,free,same
1083,0.6989247311827957,free,other
1084,0.813953488372093,gamme,same
1085,0.6,gamme,other
1086,0.8161434977578476,Mix,same
1087,,Mix,other
1088,0.896551724137931,tchai,same
1089,0.7010309278350515,tchai,other
1090,0.9285714285714286,sibelius,same
1091,0.7282051282051282,sibelius,other
1092,0.9642857142857143,bach,same
1093,0.676923076923077,bach,other
1094,0.8620689655172413,mozart,same
1095,0.7474226804123711,mozart,other
1096,0.9655172413793104,glazounov,same
1097,0.7010309278350515,glazounov,other
1098,0.7027027027027027,free,same
1099,0.6559139784946236,free,other
1100,0.7209302325581395,gamme,same
1101,0.7111111111111111,gamme,other
1102,0.8699551569506726,Mix,same
1103,,Mix,other
1104,0.9655172413793104,tchai,same
1105,0.7835051546391752,tchai,other
1106,0.8888888888888888,sibelius,same
1107,0.4387755102040816,sibelius,other
1108,1.0,bach,same
1109,0.6051282051282051,bach,other
1110,0.7931034482758621,mozart,same
1111,0.5515463917525774,mozart,other
1112,0.896551724137931,glazounov,same
1113,0.6907216494845361,glazounov,other
1114,0.7297297297297297,free,same
1115,0.6344086021505376,free,other
1116,0.8863636363636364,gamme,same
1117,0.7374301675977654,gamme,other
1118,0.8295964125560538,Mix,same
1119,,Mix,other
1120,0.9310344827586207,tchai,same
1121,0.6907216494845361,tchai,other
1122,0.8571428571428571,sibelius,same
1123,0.6051282051282051,sibelius,other
1124,0.8928571428571429,bach,same
1125,0.6717948717948717,bach,other
1126,0.8275862068965517,mozart,same
1127,0.6391752577319587,mozart,other
1128,0.8620689655172413,glazounov,same
1129,0.6752577319587629,glazounov,other
1130,0.7837837837837838,free,same
1131,0.7526881720430108,free,other
1132,0.813953488372093,gamme,same
1133,0.65,gamme,other
1134,0.7937219730941704,Mix,same
1135,,Mix,other
1136,0.9310344827586207,tchai,same
1137,0.7319587628865979,tchai,other
1138,0.7777777777777778,sibelius,same
1139,0.44387755102040816,sibelius,other
1140,0.9285714285714286,bach,same
1141,0.6051282051282051,bach,other
1142,0.8620689655172413,mozart,same
1143,0.634020618556701,mozart,other
1144,0.896551724137931,glazounov,same
1145,0.7938144329896907,glazounov,other
1146,0.7567567567567568,free,same
1147,0.7365591397849462,free,other
1148,0.8181818181818182,gamme,same
1149,0.6927374301675978,gamme,other
1150,0.852017937219731,Mix,same
1151,,Mix,other
1152,0.9310344827586207,tchai,same
1153,0.7731958762886598,tchai,other
1154,0.8928571428571429,sibelius,same
1155,0.7025641025641025,sibelius,other
1156,0.8214285714285714,bach,same
1157,0.5846153846153846,bach,other
1158,0.8275862068965517,mozart,same
1159,0.7268041237113402,mozart,other
1160,0.9655172413793104,glazounov,same
1161,0.6443298969072165,glazounov,other
1162,0.6216216216216216,free,same
1163,0.6182795698924731,free,other
1164,0.9302325581395349,gamme,same
1165,0.7222222222222222,gamme,other
1166,0.8161434977578476,Mix,same
1167,,Mix,other
1168,0.9655172413793104,tchai,same
1169,0.6185567010309279,tchai,other
1170,0.9259259259259259,sibelius,same
1171,0.6887755102040817,sibelius,other
1172,0.8571428571428571,bach,same
1173,0.7743589743589744,bach,other
1174,0.8275862068965517,mozart,same
1175,0.520618556701031,mozart,other
1176,0.8620689655172413,glazounov,same
1177,0.7835051546391752,glazounov,other
1178,0.5675675675675675,free,same
1179,0.6290322580645161,free,other
1180,0.8863636363636364,gamme,same
1181,0.770949720670391,gamme,other
1182,0.8923766816143498,Mix,same
1183,,Mix,other
1184,0.896551724137931,tchai,same
1185,0.6907216494845361,tchai,other
1186,0.9642857142857143,sibelius,same
1187,0.6871794871794872,sibelius,other
1188,0.9285714285714286,bach,same
1189,0.7230769230769231,bach,other
1190,0.9310344827586207,mozart,same
1191,0.634020618556701,mozart,other
1192,0.9310344827586207,glazounov,same
1193,0.7319587628865979,glazounov,other
1194,0.6216216216216216,free,same
1195,0.7741935483870968,free,other
1196,0.8837209302325582,gamme,same
1197,0.7666666666666667,gamme,other
1198,0.7713004484304933,Mix,same
1199,,Mix,other
1200,0.9310344827586207,tchai,same
1201,0.6701030927835051,tchai,other
1202,0.8888888888888888,sibelius,same
1203,0.8163265306122449,sibelius,other
1204,0.8928571428571429,bach,same
1205,0.6666666666666666,bach,other
1206,0.8275862068965517,mozart,same
1207,0.6030927835051546,mozart,other
1208,0.9310344827586207,glazounov,same
1209,0.6701030927835051,glazounov,other
1210,0.7297297297297297,free,same
1211,0.6720430107526881,free,other
1212,0.8409090909090909,gamme,same
1213,0.7262569832402235,gamme,other
1214,0.7892376681614349,Mix,same
1215,,Mix,other
1216,1.0,tchai,same
1217,0.7938144329896907,tchai,other
1218,0.8928571428571429,sibelius,same
1219,0.7333333333333333,sibelius,other
1220,0.8571428571428571,bach,same
1221,0.5948717948717949,bach,other
1222,0.7931034482758621,mozart,same
1223,0.5721649484536082,mozart,other
1224,0.9655172413793104,glazounov,same
1225,0.7268041237113402,glazounov,other
1226,0.6486486486486487,free,same
1227,0.6236559139784946,free,other
1228,0.9069767441860465,gamme,same
1229,0.7666666666666667,gamme,other
1230,0.7174887892376681,Mix,same
1231,,Mix,other
1232,0.9655172413793104,tchai,same
1233,0.7525773195876289,tchai,other
1234,0.8571428571428571,sibelius,same
1235,0.6717948717948717,sibelius,other
1236,0.8928571428571429,bach,same
1237,0.6666666666666666,bach,other
1238,0.896551724137931,mozart,same
1239,0.6752577319587629,mozart,other
1240,0.9310344827586207,glazounov,same
1241,0.7474226804123711,glazounov,other
1242,0.6216216216216216,free,same
1243,0.6666666666666666,free,other
1244,0.9069767441860465,gamme,same
1245,0.7055555555555556,gamme,other
1246,0.8878923766816144,Mix,same
1247,,Mix,other
1248,0.896551724137931,tchai,same
1249,0.654639175257732,tchai,other
1250,0.8888888888888888,sibelius,same
1251,0.6428571428571429,sibelius,other
1252,0.9285714285714286,bach,same
1253,0.6871794871794872,bach,other
1254,0.8275862068965517,mozart,same
1255,0.6237113402061856,mozart,other
1256,0.8620689655172413,glazounov,same
1257,0.654639175257732,glazounov,other
1258,0.7297297297297297,free,same
1259,0.7150537634408602,free,other
1260,0.8409090909090909,gamme,same
1261,0.7039106145251397,gamme,other
1262,0.8295964125560538,Mix,same
1263,,Mix,other
1264,0.9310344827586207,tchai,same
1265,0.7525773195876289,tchai,other
1266,0.8148148148148148,sibelius,same
1267,0.576530612244898,sibelius,other
1268,1.0,bach,same
1269,0.7538461538461538,bach,other
1270,0.8620689655172413,mozart,same
1271,0.6288659793814433,mozart,other
1272,0.9655172413793104,glazounov,same
1273,0.7474226804123711,glazounov,other
1274,0.7297297297297297,free,same
1275,0.6989247311827957,free,other
1276,0.9318181818181818,gamme,same
1277,0.7988826815642458,gamme,other
1278,0.852017937219731,Mix,same
1279,,Mix,other
1280,0.896551724137931,tchai,same
1281,0.6958762886597938,tchai,other
1282,0.8888888888888888,sibelius,same
1283,0.7040816326530612,sibelius,other
1284,0.8928571428571429,bach,same
1285,0.5692307692307692,bach,other
1286,0.7931034482758621,mozart,same
1287,0.6443298969072165,mozart,other
1288,0.8620689655172413,glazounov,same
1289,0.6237113402061856,glazounov,other
1290,0.6756756756756757,free,same
1291,0.7365591397849462,free,other
1292,0.8636363636363636,gamme,same
1293,0.7653631284916201,gamme,other
1294,0.7982062780269058,Mix,same
1295,,Mix,other
1296,0.8275862068965517,tchai,same
1297,0.6237113402061856,tchai,other
1298,0.8148148148148148,sibelius,same
1299,0.6275510204081632,sibelius,other
1300,1.0,bach,same
1301,0.676923076923077,bach,other
1302,0.896551724137931,mozart,same
1303,0.5773195876288659,mozart,other
1304,0.9655172413793104,glazounov,same
1305,0.6907216494845361,glazounov,other
1306,0.7837837837837838,free,same
1307,0.6935483870967742,free,other
1308,0.8409090909090909,gamme,same
1309,0.6033519553072626,gamme,other
1310,0.7757847533632287,Mix,same
1311,,Mix,other
1312,0.896551724137931,tchai,same
1313,0.7371134020618557,tchai,other
1314,0.9259259259259259,sibelius,same
1315,0.6683673469387755,sibelius,other
1316,0.8928571428571429,bach,same
1317,0.7435897435897436,bach,other
1318,0.7586206896551724,mozart,same
1319,0.6494845360824743,mozart,other
1320,0.9655172413793104,glazounov,same
1321,0.7216494845360825,glazounov,other
1322,0.5945945945945946,free,same
1323,0.7365591397849462,free,other
1324,0.7954545454545454,gamme,same
1325,0.6759776536312849,gamme,other
1326,0.8295964125560538,Mix,same
1327,,Mix,other
1328,0.896551724137931,tchai,same
1329,0.7835051546391752,tchai,other
1330,0.9642857142857143,sibelius,same
1331,0.6974358974358974,sibelius,other
1332,0.9285714285714286,bach,same
1333,0.6871794871794872,bach,other
1334,0.7586206896551724,mozart,same
1335,0.6752577319587629,mozart,other
1336,0.9655172413793104,glazounov,same
1337,0.6855670103092784,glazounov,other
1338,0.8108108108108109,free,same
1339,0.7258064516129032,free,other
1340,0.8604651162790697,gamme,same
1341,0.7166666666666667,gamme,other
1342,0.874439461883408,Mix,same
1343,,Mix,other
1344,0.896551724137931,tchai,same
1345,0.7680412371134021,tchai,other
1346,0.9629629629629629,sibelius,same
1347,0.6275510204081632,sibelius,other
1348,0.8928571428571429,bach,same
1349,0.6307692307692307,bach,other
1350,0.7931034482758621,mozart,same
1351,0.6958762886597938,mozart,other
1352,0.9310344827586207,glazounov,same
1353,0.654639175257732,glazounov,other
1354,0.7837837837837838,free,same
1355,0.7311827956989247,free,other
1356,0.8636363636363636,gamme,same
1357,0.7597765363128491,gamme,other
1358,0.7982062780269058,Mix,same
1359,,Mix,other
1360,0.7931034482758621,tchai,same
1361,0.7371134020618557,tchai,other
1362,0.8518518518518519,sibelius,same
1363,0.6785714285714286,sibelius,other
1364,0.9642857142857143,bach,same
1365,0.7384615384615385,bach,other
1366,0.8275862068965517,mozart,same
1367,0.711340206185567,mozart,other
1368,0.8275862068965517,glazounov,same
1369,0.6391752577319587,glazounov,other
1370,0.7837837837837838,free,same
1371,0.6774193548387096,free,other
1372,0.9318181818181818,gamme,same
1373,0.7932960893854749,gamme,other
1374,0.7668161434977578,Mix,same
1375,,Mix,other
1376,0.9310344827586207,tchai,same
1377,0.7628865979381443,tchai,other
1378,0.9642857142857143,sibelius,same
1379,0.5487179487179488,sibelius,other
1380,0.9285714285714286,bach,same
1381,0.6461538461538462,bach,other
1382,0.8620689655172413,mozart,same
1383,0.7938144329896907,mozart,other
1384,0.9310344827586207,glazounov,same
1385,0.7010309278350515,glazounov,other
1386,0.7297297297297297,free,same
1387,0.7150537634408602,free,other
1388,0.813953488372093,gamme,same
1389,0.65,gamme,other
1390,0.8475336322869955,Mix,same
1391,,Mix,other
1392,0.896551724137931,tchai,same
1393,0.5876288659793815,tchai,other
1394,0.7857142857142857,sibelius,same
1395,0.6615384615384615,sibelius,other
1396,0.8928571428571429,bach,same
1397,0.6820512820512821,bach,other
1398,0.896551724137931,mozart,same
1399,0.6649484536082474,mozart,other
1400,1.0,glazounov,same
1401,0.6701030927835051,glazounov,other
1402,0.7837837837837838,free,same
1403,0.6720430107526881,free,other
1404,0.7906976744186046,gamme,same
1405,0.7,gamme,other
1406,0.8161434977578476,Mix,same
1407,,Mix,other
1408,0.9310344827586207,tchai,same
1409,0.5927835051546392,tchai,other
1410,0.9285714285714286,sibelius,same
1411,0.6615384615384615,sibelius,other
1412,0.9285714285714286,bach,same
1413,0.7743589743589744,bach,other
1414,0.8620689655172413,mozart,same
1415,0.5412371134020618,mozart,other
1416,0.9310344827586207,glazounov,same
1417,0.7783505154639175,glazounov,other
1418,0.5945945945945946,free,same
1419,0.7526881720430108,free,other
1420,0.9302325581395349,gamme,same
1421,0.7666666666666667,gamme,other
1422,0.9103139013452914,Mix,same
1423,,Mix,other
1424,0.9310344827586207,tchai,same
1425,0.5721649484536082,tchai,other
1426,0.8518518518518519,sibelius,same
1427,0.7091836734693877,sibelius,other
1428,0.9285714285714286,bach,same
1429,0.7128205128205128,bach,other
1430,0.7241379310344828,mozart,same
1431,0.7525773195876289,mozart,other
1432,0.896551724137931,glazounov,same
1433,0.7010309278350515,glazounov,other
1434,0.7837837837837838,free,same
1435,0.6774193548387096,free,other
1436,0.8181818181818182,gamme,same
1437,0.8156424581005587,gamme,other
1438,0.8116591928251121,Mix,same
1439,,Mix,other
1440,0.9310344827586207,tchai,same
1441,0.7835051546391752,tchai,other
1442,0.7777777777777778,sibelius,same
1443,0.5663265306122449,sibelius,other
1444,0.9285714285714286,bach,same
1445,0.6307692307692307,bach,other
1446,0.7931034482758621,mozart,same
1447,0.7268041237113402,mozart,other
1448,0.9655172413793104,glazounov,same
1449,0.7216494845360825,glazounov,other
1450,0.7567567567567568,free,same
1451,0.6881720430107527,free,other
1452,0.8409090909090909,gamme,same
1453,0.5865921787709497,gamme,other
1454,0.7623318385650224,Mix,same
1455,,Mix,other
1456,0.9655172413793104,tchai,same
1457,0.8144329896907216,tchai,other
1458,1.0,sibelius,same
1459,0.45408163265306123,sibelius,other
1460,0.9285714285714286,bach,same
1461,0.7435897435897436,bach,other
1462,0.8620689655172413,mozart,same
1463,0.7216494845360825,mozart,other
1464,0.896551724137931,glazounov,same
1465,0.6649484536082474,glazounov,other
1466,0.7297297297297297,free,same
1467,0.6720430107526881,free,other
1468,0.8863636363636364,gamme,same
1469,0.7262569832402235,gamme,other
1470,0.7533632286995515,Mix,same
1471,,Mix,other
1472,0.9310344827586207,tchai,same
1473,0.6855670103092784,tchai,other
1474,0.7857142857142857,sibelius,same
1475,0.4307692307692308,sibelius,other
1476,1.0,bach,same
1477,0.6410256410256411,bach,other
1478,0.9310344827586207,mozart,same
1479,0.5927835051546392,mozart,other
1480,0.9655172413793104,glazounov,same
1481,0.7577319587628866,glazounov,other
1482,0.7837837837837838,free,same
1483,0.7526881720430108,free,other
1484,0.8837209302325582,gamme,same
1485,0.8277777777777777,gamme,other
1486,0.8340807174887892,Mix,same
1487,,Mix,other
1488,0.9655172413793104,tchai,same
1489,0.6494845360824743,tchai,other
1490,0.9259259259259259,sibelius,same
1491,0.3979591836734694,sibelius,other
1492,0.9642857142857143,bach,same
1493,0.6820512820512821,bach,other
1494,0.8620689655172413,mozart,same
1495,0.6237113402061856,mozart,other
1496,0.8620689655172413,glazounov,same
1497,0.6752577319587629,glazounov,other
1498,0.7567567567567568,free,same
1499,0.5967741935483871,free,other
1500,0.9545454545454546,gamme,same
1501,0.7653631284916201,gamme,other
1502,0.852017937219731,Mix,same
1503,,Mix,other
1504,0.9310344827586207,tchai,same
1505,0.7164948453608248,tchai,other
1506,0.9259259259259259,sibelius,same
1507,0.6785714285714286,sibelius,other
1508,0.8928571428571429,bach,same
1509,0.5384615384615384,bach,other
1510,0.8620689655172413,mozart,same
1511,0.5824742268041238,mozart,other
1512,0.9310344827586207,glazounov,same
1513,0.6958762886597938,glazounov,other
1514,0.7297297297297297,free,same
1515,0.6827956989247311,free,other
1516,0.75,gamme,same
1517,0.6256983240223464,gamme,other
1518,0.8026905829596412,Mix,same
1519,,Mix,other
1520,0.896551724137931,tchai,same
1521,0.6082474226804123,tchai,other
1522,0.7407407407407407,sibelius,same
1523,0.5561224489795918,sibelius,other
1524,0.9642857142857143,bach,same
1525,0.6871794871794872,bach,other
1526,0.7241379310344828,mozart,same
1527,0.7577319587628866,mozart,other
1528,0.9310344827586207,glazounov,same
1529,0.6907216494845361,glazounov,other
1530,0.6756756756756757,free,same
1531,0.5860215053763441,free,other
1532,0.9090909090909091,gamme,same
1533,0.6703910614525139,gamme,other
1534,0.7757847533632287,Mix,same
1535,,Mix,other
1536,0.896551724137931,tchai,same
1537,0.6752577319587629,tchai,other
1538,0.8214285714285714,sibelius,same
1539,0.5692307692307692,sibelius,other
1540,0.8928571428571429,bach,same
1541,0.6717948717948717,bach,other
1542,0.7241379310344828,mozart,same
1543,0.6030927835051546,mozart,other
1544,0.9310344827586207,glazounov,same
1545,0.7474226804123711,glazounov,other
1546,0.6756756756756757,free,same
1547,0.6774193548387096,free,other
1548,0.8372093023255814,gamme,same
1549,0.7222222222222222,gamme,other
1550,0.8609865470852018,Mix,same
1551,,Mix,other
1552,0.896551724137931,tchai,same
1553,0.6907216494845361,tchai,other
1554,0.8518518518518519,sibelius,same
1555,0.8469387755102041,sibelius,other
1556,0.8928571428571429,bach,same
1557,0.6512820512820513,bach,other
1558,0.7931034482758621,mozart,same
1559,0.6494845360824743,mozart,other
1560,0.8620689655172413,glazounov,same
1561,0.711340206185567,glazounov,other
1562,0.7567567567567568,free,same
1563,0.7903225806451613,free,other
1564,0.8409090909090909,gamme,same
1565,0.7094972067039106,gamme,other
1566,0.8340807174887892,Mix,same
1567,,Mix,other
1568,0.9655172413793104,tchai,same
1569,0.7371134020618557,tchai,other
1570,0.8518518518518519,sibelius,same
1571,0.6632653061224489,sibelius,other
1572,0.9642857142857143,bach,same
1573,0.6820512820512821,bach,other
1574,0.8275862068965517,mozart,same
1575,0.4072164948453608,mozart,other
1576,0.9655172413793104,glazounov,same
1577,0.6804123711340206,glazounov,other
1578,0.7837837837837838,free,same
1579,0.7473118279569892,free,other
1580,0.8636363636363636,gamme,same
1581,0.5865921787709497,gamme,other
1582,0.874439461883408,Mix,same
1583,,Mix,other
1584,1.0,tchai,same
1585,0.8092783505154639,tchai,other
1586,0.8214285714285714,sibelius,same
1587,0.6102564102564103,sibelius,other
1588,0.9285714285714286,bach,same
1589,0.6717948717948717,bach,other
1590,0.8275862068965517,mozart,same
1591,0.6494845360824743,mozart,other
1592,0.8620689655172413,glazounov,same
1593,0.7371134020618557,glazounov,other
1594,0.7027027027027027,free,same
1595,0.6989247311827957,free,other
1596,0.813953488372093,gamme,same
1597,0.6944444444444444,gamme,other
1598,0.8654708520179372,Mix,same
1599,,Mix,other
1600,0.9655172413793104,tchai,same
1601,0.7577319587628866,tchai,other
1602,0.9259259259259259,sibelius,same
1603,0.8112244897959183,sibelius,other
1604,0.8928571428571429,bach,same
1605,0.7743589743589744,bach,other
1606,0.7931034482758621,mozart,same
1607,0.5979381443298969,mozart,other
1608,0.9310344827586207,glazounov,same
1609,0.7371134020618557,glazounov,other
1610,0.8648648648648649,free,same
1611,0.7096774193548387,free,other
1612,0.8636363636363636,gamme,same
1613,0.7486033519553073,gamme,other
1614,0.8654708520179372,Mix,same
1615,,Mix,other
1616,0.896551724137931,tchai,same
1617,0.711340206185567,tchai,other
1618,0.8888888888888888,sibelius,same
1619,0.6275510204081632,sibelius,other
1620,0.9285714285714286,bach,same
1621,0.6,bach,other
1622,0.8620689655172413,mozart,same
1623,0.6701030927835051,mozart,other
1624,0.9310344827586207,glazounov,same
1625,0.7371134020618557,glazounov,other
1626,0.6216216216216216,free,same
1627,0.7634408602150538,free,other
1628,0.8181818181818182,gamme,same
1629,0.8100558659217877,gamme,other
1630,0.8789237668161435,Mix,same
1631,,Mix,other
1632,0.896551724137931,tchai,same
1633,0.7422680412371134,tchai,other
1634,0.9629629629629629,sibelius,same
1635,0.7448979591836735,sibelius,other
1636,0.9285714285714286,bach,same
1637,0.6564102564102564,bach,other
1638,0.8275862068965517,mozart,same
1639,0.7989690721649485,mozart,other
1640,0.9310344827586207,glazounov,same
1641,0.6804123711340206,glazounov,other
1642,0.7027027027027027,free,same
1643,0.6236559139784946,free,other
1644,0.7727272727272727,gamme,same
1645,0.6536312849162011,gamme,other
1646,0.7533632286995515,Mix,same
1647,,Mix,other
1648,0.9310344827586207,tchai,same
1649,0.7061855670103093,tchai,other
1650,0.9259259259259259,sibelius,same
1651,0.6122448979591837,sibelius,other
1652,0.8928571428571429,bach,same
1653,0.6102564102564103,bach,other
1654,0.8620689655172413,mozart,same
1655,0.5463917525773195,mozart,other
1656,0.9310344827586207,glazounov,same
1657,0.7628865979381443,glazounov,other
1658,0.6756756756756757,free,same
1659,0.6935483870967742,free,other
1660,0.7954545454545454,gamme,same
1661,0.7039106145251397,gamme,other
1662,0.7802690582959642,Mix,same
1663,,Mix,other
1664,0.8620689655172413,tchai,same
1665,0.7371134020618557,tchai,other
1666,0.7407407407407407,sibelius,same
1667,0.5306122448979592,sibelius,other
1668,0.8928571428571429,bach,same
1669,0.6461538461538462,bach,other
1670,0.8275862068965517,mozart,same
1671,0.7216494845360825,mozart,other
1672,0.9655172413793104,glazounov,same
1673,0.711340206185567,glazounov,other
1674,0.5945945945945946,free,same
1675,0.6397849462365591,free,other
1676,0.7954545454545454,gamme,same
1677,0.7262569832402235,gamme,other
1678,0.7847533632286996,Mix,same
1679,,Mix,other
1680,0.9310344827586207,tchai,same
1681,0.6907216494845361,tchai,other
