,score,i,j
884,0.9212962962962963,9,25
885,0.875,9,30
886,0.8194444444444444,9,35
887,0.8240740740740741,9,40
888,0.8703703703703703,9,45
889,0.8472222222222222,9,50
890,0.8842592592592593,9,55
891,0.8379629629629629,10,5
892,0.8379629629629629,10,10
893,0.8333333333333334,10,15
894,0.7268518518518519,10,20
895,0.8888888888888888,10,25
896,0.8425925925925926,10,30
897,0.8657407407407407,10,35
898,0.9120370370370371,10,40
899,0.8472222222222222,10,45
900,0.8564814814814815,10,50
901,0.8611111111111112,10,55
902,0.8148148148148148,11,5
903,0.8564814814814815,11,10
904,0.8888888888888888,11,15
905,0.8657407407407407,11,20
906,0.8518518518518519,11,25
907,0.9074074074074074,11,30
908,0.8564814814814815,11,35
909,0.8888888888888888,11,40
910,0.8842592592592593,11,45
911,0.8425925925925926,11,50
912,0.8472222222222222,11,55
913,0.8657407407407407,12,5
914,0.8842592592592593,12,10
915,0.8472222222222222,12,15
916,0.8888888888888888,12,20
917,0.9259259259259259,12,25
918,0.8472222222222222,12,30
919,0.8657407407407407,12,35
920,0.8611111111111112,12,40
921,0.9074074074074074,12,45
922,0.8935185185185185,12,50
923,0.8379629629629629,12,55
924,0.37962962962962965,1,5
925,0.6435185185185185,1,10
926,0.8240740740740741,1,15
927,0.8055555555555556,1,20
928,0.7685185185185185,1,25
929,0.8148148148148148,1,30
930,0.7638888888888888,1,35
931,0.5462962962962963,1,40
932,0.8009259259259259,1,45
933,0.8240740740740741,1,50
934,0.8518518518518519,1,55
935,0.5879629629629629,2,5
936,0.7685185185185185,2,10
937,0.75,2,15
938,0.8148148148148148,2,20
939,0.8287037037037037,2,25
940,0.8796296296296297,2,30
941,0.8240740740740741,2,35
942,0.8888888888888888,2,40
943,0.7546296296296297,2,45
944,0.875,2,50
945,0.7824074074074074,2,55
946,0.7685185185185185,3,5
